casasIniciais,path,retaFinalVermelho,retaFinalVerde,retaFinalAmarelo,retaFinalAzul,podio,turno
1|2|0|3,-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;0|-1;-1|-1;-1|-1;1|1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;3|2;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;3|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1;-1|-1,1|1|1|1|1|3,0|0|0|0|0|0,0|0|0|0|0|0,0|0|0|0|0|0,-1|0;0|0;0|0;0|0,2
